trade_date,symbol,source_panel,recommendation_eligibility_status,actionability_status,actionability_blocked,blocked_reason_codes,warning_propagation_codes,source_risk_severity,risk_severity,risk_state,source_risk_tag,panel_contract_status,source_provider,forward_return_1d,forward_return_5d,forward_return_20d,benchmark_excess_return_1d,benchmark_excess_return_5d,benchmark_excess_return_20d,label_ready_1d,label_ready_5d,label_ready_20d,no_lookahead_alignment_status,evaluation_status,warning_codes,review_only,non_actionable_disclaimer
2025-11-19,000568.SZ,outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv,eligible_for_review_only_revalidation_never_actionable,never_actionable,true,NON_ACTIONABLE_REVIEW_ONLY;NO_BUY_SELL_HOLD_OUTPUT,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock,MEDIUM,MEDIUM,review_only_warning_propagation,source_panel_warning_review_risk,source_backed_evaluation_panel_ready_for_dc03,baostock,-0.0021146274,-0.0161149191,-0.1095960333,0.0029730826,-0.0007133934,-0.1077615381,true,true,true,t_plus_1_or_later_forward_returns_from_committed_provider02b_panel,evaluable_review_only_all_horizons,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited,true,diagnostic_only_not_investment_advice_not_trade_instruction
2025-11-19,000596.SZ,outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv,eligible_for_review_only_revalidation_never_actionable,never_actionable,true,NON_ACTIONABLE_REVIEW_ONLY;NO_BUY_SELL_HOLD_OUTPUT,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock,MEDIUM,MEDIUM,review_only_warning_propagation,source_panel_warning_review_risk,source_backed_evaluation_panel_ready_for_dc03,baostock,0.0087200249,0.0224229212,-0.0931174089,0.0138077349,0.0378244469,-0.0912829137,true,true,true,t_plus_1_or_later_forward_returns_from_committed_provider02b_panel,evaluable_review_only_all_horizons,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited,true,diagnostic_only_not_investment_advice_not_trade_instruction
2025-11-19,000651.SZ,outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv,eligible_for_review_only_revalidation_never_actionable,never_actionable,true,NON_ACTIONABLE_REVIEW_ONLY;NO_BUY_SELL_HOLD_OUTPUT,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock,MEDIUM,MEDIUM,review_only_warning_propagation,source_panel_warning_review_risk,source_backed_evaluation_panel_ready_for_dc03,baostock,0.0047310757,0.0042330677,0.0234063745,0.0098187857,0.0196345934,0.0252408697,true,true,true,t_plus_1_or_later_forward_returns_from_committed_provider02b_panel,evaluable_review_only_all_horizons,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited,true,diagnostic_only_not_investment_advice_not_trade_instruction
2025-11-19,000725.SZ,outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv,eligible_for_review_only_revalidation_never_actionable,never_actionable,true,NON_ACTIONABLE_REVIEW_ONLY;NO_BUY_SELL_HOLD_OUTPUT,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock,MEDIUM,MEDIUM,review_only_warning_propagation,source_panel_warning_review_risk,source_backed_evaluation_panel_ready_for_dc03,baostock,-0.0051020408,-0.0153061224,0.0637755102,-0.0000143308,0.0000954032,0.0656100054,true,true,true,t_plus_1_or_later_forward_returns_from_committed_provider02b_panel,evaluable_review_only_all_horizons,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited,true,diagnostic_only_not_investment_advice_not_trade_instruction
2025-11-19,000776.SZ,outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv,eligible_for_review_only_revalidation_never_actionable,never_actionable,true,NON_ACTIONABLE_REVIEW_ONLY;NO_BUY_SELL_HOLD_OUTPUT,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock,MEDIUM,MEDIUM,review_only_warning_propagation,source_panel_warning_review_risk,source_backed_evaluation_panel_ready_for_dc03,baostock,-0.0289982425,-0.0733743409,-0.0408611599,-0.0239105326,-0.0579728153,-0.0390266647,true,true,true,t_plus_1_or_later_forward_returns_from_committed_provider02b_panel,evaluable_review_only_all_horizons,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited,true,diagnostic_only_not_investment_advice_not_trade_instruction
2025-11-19,000786.SZ,outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv,eligible_for_review_only_revalidation_never_actionable,never_actionable,true,NON_ACTIONABLE_REVIEW_ONLY;NO_BUY_SELL_HOLD_OUTPUT,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock,MEDIUM,MEDIUM,review_only_warning_propagation,source_panel_warning_review_risk,source_backed_evaluation_panel_ready_for_dc03,baostock,0.0568799665,0.0284399833,0.0397323296,0.0619676765,0.0438415089,0.0415668248,true,true,true,t_plus_1_or_later_forward_returns_from_committed_provider02b_panel,evaluable_review_only_all_horizons,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited,true,diagnostic_only_not_investment_advice_not_trade_instruction
2025-11-19,000895.SZ,outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv,eligible_for_review_only_revalidation_never_actionable,never_actionable,true,NON_ACTIONABLE_REVIEW_ONLY;NO_BUY_SELL_HOLD_OUTPUT,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock,MEDIUM,MEDIUM,review_only_warning_propagation,source_panel_warning_review_risk,source_backed_evaluation_panel_ready_for_dc03,baostock,-0.0036496350,-0.0171532847,-0.0072992701,0.0014380749,-0.0017517590,-0.0054647749,true,true,true,t_plus_1_or_later_forward_returns_from_committed_provider02b_panel,evaluable_review_only_all_horizons,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited,true,diagnostic_only_not_investment_advice_not_trade_instruction
2025-11-19,000938.SZ,outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv,eligible_for_review_only_revalidation_never_actionable,never_actionable,true,NON_ACTIONABLE_REVIEW_ONLY;NO_BUY_SELL_HOLD_OUTPUT,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock,MEDIUM,MEDIUM,review_only_warning_propagation,source_panel_warning_review_risk,source_backed_evaluation_panel_ready_for_dc03,baostock,-0.0288082084,-0.0142067877,-0.0331491713,-0.0237204984,0.0011947380,-0.0313146761,true,true,true,t_plus_1_or_later_forward_returns_from_committed_provider02b_panel,evaluable_review_only_all_horizons,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited,true,diagnostic_only_not_investment_advice_not_trade_instruction
2025-11-19,000963.SZ,outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv,eligible_for_review_only_revalidation_never_actionable,never_actionable,true,NON_ACTIONABLE_REVIEW_ONLY;NO_BUY_SELL_HOLD_OUTPUT,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock,MEDIUM,MEDIUM,review_only_warning_propagation,source_panel_warning_review_risk,source_backed_evaluation_panel_ready_for_dc03,baostock,-0.0093840231,-0.0026467757,-0.0365736285,-0.0042963131,0.0127547499,-0.0347391333,true,true,true,t_plus_1_or_later_forward_returns_from_committed_provider02b_panel,evaluable_review_only_all_horizons,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited,true,diagnostic_only_not_investment_advice_not_trade_instruction
2025-11-19,001979.SZ,outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv,eligible_for_review_only_revalidation_never_actionable,never_actionable,true,NON_ACTIONABLE_REVIEW_ONLY;NO_BUY_SELL_HOLD_OUTPUT,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock,MEDIUM,MEDIUM,review_only_warning_propagation,source_panel_warning_review_risk,source_backed_evaluation_panel_ready_for_dc03,baostock,0.0287539936,0.0053248136,-0.0670926518,0.0338417036,0.0207263393,-0.0652581566,true,true,true,t_plus_1_or_later_forward_returns_from_committed_provider02b_panel,evaluable_review_only_all_horizons,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited,true,diagnostic_only_not_investment_advice_not_trade_instruction
2025-11-19,002236.SZ,outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv,eligible_for_review_only_revalidation_never_actionable,never_actionable,true,NON_ACTIONABLE_REVIEW_ONLY;NO_BUY_SELL_HOLD_OUTPUT,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock,MEDIUM,MEDIUM,review_only_warning_propagation,source_panel_warning_review_risk,source_backed_evaluation_panel_ready_for_dc03,baostock,-0.0078410873,-0.0141139571,-0.0313643492,-0.0027533773,0.0012875685,-0.0295298540,true,true,true,t_plus_1_or_later_forward_returns_from_committed_provider02b_panel,evaluable_review_only_all_horizons,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited,true,diagnostic_only_not_investment_advice_not_trade_instruction
2025-11-19,002241.SZ,outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv,eligible_for_review_only_revalidation_never_actionable,never_actionable,true,NON_ACTIONABLE_REVIEW_ONLY;NO_BUY_SELL_HOLD_OUTPUT,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock,MEDIUM,MEDIUM,review_only_warning_propagation,source_panel_warning_review_risk,source_backed_evaluation_panel_ready_for_dc03,baostock,0.0021246459,0.0389518414,0.0067280453,0.0072123559,0.0543533670,0.0085625405,true,true,true,t_plus_1_or_later_forward_returns_from_committed_provider02b_panel,evaluable_review_only_all_horizons,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited,true,diagnostic_only_not_investment_advice_not_trade_instruction
2025-11-19,002271.SZ,outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv,eligible_for_review_only_revalidation_never_actionable,never_actionable,true,NON_ACTIONABLE_REVIEW_ONLY;NO_BUY_SELL_HOLD_OUTPUT,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock,MEDIUM,MEDIUM,review_only_warning_propagation,source_panel_warning_review_risk,source_backed_evaluation_panel_ready_for_dc03,baostock,0.0347003155,-0.0078864353,0.0575709779,0.0397880254,0.0075150903,0.0594054731,true,true,true,t_plus_1_or_later_forward_returns_from_committed_provider02b_panel,evaluable_review_only_all_horizons,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited,true,diagnostic_only_not_investment_advice_not_trade_instruction
2025-11-19,002304.SZ,outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv,eligible_for_review_only_revalidation_never_actionable,never_actionable,true,NON_ACTIONABLE_REVIEW_ONLY;NO_BUY_SELL_HOLD_OUTPUT,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock,MEDIUM,MEDIUM,review_only_warning_propagation,source_panel_warning_review_risk,source_backed_evaluation_panel_ready_for_dc03,baostock,-0.0032126168,-0.0341705607,-0.0890771028,0.0018750932,-0.0187690351,-0.0872426076,true,true,true,t_plus_1_or_later_forward_returns_from_committed_provider02b_panel,evaluable_review_only_all_horizons,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited,true,diagnostic_only_not_investment_advice_not_trade_instruction
2025-11-19,002311.SZ,outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv,eligible_for_review_only_revalidation_never_actionable,never_actionable,true,NON_ACTIONABLE_REVIEW_ONLY;NO_BUY_SELL_HOLD_OUTPUT,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock,MEDIUM,MEDIUM,review_only_warning_propagation,source_panel_warning_review_risk,source_backed_evaluation_panel_ready_for_dc03,baostock,0.0001708234,-0.0413392552,-0.0804578066,0.0052585333,-0.0259377296,-0.0786233114,true,true,true,t_plus_1_or_later_forward_returns_from_committed_provider02b_panel,evaluable_review_only_all_horizons,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited,true,diagnostic_only_not_investment_advice_not_trade_instruction
2025-11-19,002352.SZ,outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv,eligible_for_review_only_revalidation_never_actionable,never_actionable,true,NON_ACTIONABLE_REVIEW_ONLY;NO_BUY_SELL_HOLD_OUTPUT,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock,MEDIUM,MEDIUM,review_only_warning_propagation,source_panel_warning_review_risk,source_backed_evaluation_panel_ready_for_dc03,baostock,-0.0012600806,-0.0108366935,-0.0441028226,0.0038276293,0.0045648321,-0.0422683274,true,true,true,t_plus_1_or_later_forward_returns_from_committed_provider02b_panel,evaluable_review_only_all_horizons,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited,true,diagnostic_only_not_investment_advice_not_trade_instruction
2025-11-19,002371.SZ,outputs/datasets/goal_data_provider02b_source_backed_evaluation_panel.csv,eligible_for_review_only_revalidation_never_actionable,never_actionable,true,NON_ACTIONABLE_REVIEW_ONLY;NO_BUY_SELL_HOLD_OUTPUT,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock,MEDIUM,MEDIUM,review_only_warning_propagation,source_panel_warning_review_risk,source_backed_evaluation_panel_ready_for_dc03,baostock,-0.0340814234,0.0057716616,0.0606978464,-0.0289937134,0.0211731873,0.0625323416,true,true,true,t_plus_1_or_later_forward_returns_from_committed_provider02b_panel,evaluable_review_only_all_horizons,canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited;review_only_dc03_non_actionable;single_primary_provider_baostock;canonical_approved_universe_below_50;crosscheck_sample_scope_limited,true,diagnostic_only_not_investment_advice_not_trade_instruction
