goal_id,mode,calculation_type,trade_date,symbol,as_of_date,risk_domain,risk_tag,risk_severity,risk_confidence,risk_state,risk_transition_diagnostic,triggered_rule_ids,risk_rule_trace,warning_propagation,upstream_warning_mapping,missing_input_diagnostics,bounded_model_weakness_diagnostics,audit_metadata,review_only_status_flags,non_actionable,recommendation_generated,position_generated,dashboard_generated,paper_live_trading_generated,trading_generated,production_generated,backtest_generated,factor_mining_generated,dqn_rl_generated
GOAL-07B,review_only,risk_overlay_diagnostic,2024-07-22,000001.SZ,2024-07-19,calibration_risk;feature_stability_risk;model_confidence_risk;provider_concentration_risk;target_horizon_risk,HIGH_REVIEW_ONLY_DIAGNOSTIC,HIGH,MEDIUM,model_warning,not_evaluated->model_warning,calibration_warning_minimum_warning_state;weak_rank_signal_model_confidence;single_provider_concentration;feature_instability_downgrades;target_horizon_warning_downgrades,calibration_warning_minimum_warning_state@calibration_risk@WARNING;weak_rank_signal_model_confidence@model_confidence_risk@WARNING;single_provider_concentration@provider_concentration_risk@WARNING;feature_instability_downgrades@feature_stability_risk@DEGRADED;target_horizon_warning_downgrades@target_horizon_risk@WARNING,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,calibration_not_reliable_for_thresholding:calibration_risk;feature_sign_instability_bounded:feature_stability_risk;provider_source_concentration_disclosed:provider_concentration_risk;selected_score_variant_weak_rank_signal:model_confidence_risk;single_provider_mode_akshare_direct:provider_concentration_risk;target_horizon_calibration_warning:calibration_risk;weak_target_horizon_rank_signal:target_horizon_risk,none,selected_score_variant=raw_score_based_alpha_ranking;selected_target=excess_fwd_3d_return;selection_label=review_only_selected_baseline_weak_but_bounded;calibration_status=PASS_WITH_WARNINGS;feature_stability_status=PASS_WITH_WARNINGS;provider_concentration_status=PASS_WITH_WARNINGS,input_row=26;source=outputs/samples/stage6c_source_backed_engineering_panel_sample.csv;rule_catalog=goal07a_v1;non_actionable=true,review_only=true;diagnostic_only=true;not_a_recommendation=true;not_a_position=true,true,false,false,false,false,false,false,false,false,false
GOAL-07B,review_only,risk_overlay_diagnostic,2024-07-23,000001.SZ,2024-07-22,calibration_risk;feature_stability_risk;model_confidence_risk;provider_concentration_risk;target_horizon_risk,HIGH_REVIEW_ONLY_DIAGNOSTIC,HIGH,MEDIUM,model_warning,not_evaluated->model_warning,calibration_warning_minimum_warning_state;weak_rank_signal_model_confidence;single_provider_concentration;feature_instability_downgrades;target_horizon_warning_downgrades,calibration_warning_minimum_warning_state@calibration_risk@WARNING;weak_rank_signal_model_confidence@model_confidence_risk@WARNING;single_provider_concentration@provider_concentration_risk@WARNING;feature_instability_downgrades@feature_stability_risk@DEGRADED;target_horizon_warning_downgrades@target_horizon_risk@WARNING,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,calibration_not_reliable_for_thresholding:calibration_risk;feature_sign_instability_bounded:feature_stability_risk;provider_source_concentration_disclosed:provider_concentration_risk;selected_score_variant_weak_rank_signal:model_confidence_risk;single_provider_mode_akshare_direct:provider_concentration_risk;target_horizon_calibration_warning:calibration_risk;weak_target_horizon_rank_signal:target_horizon_risk,none,selected_score_variant=raw_score_based_alpha_ranking;selected_target=excess_fwd_3d_return;selection_label=review_only_selected_baseline_weak_but_bounded;calibration_status=PASS_WITH_WARNINGS;feature_stability_status=PASS_WITH_WARNINGS;provider_concentration_status=PASS_WITH_WARNINGS,input_row=27;source=outputs/samples/stage6c_source_backed_engineering_panel_sample.csv;rule_catalog=goal07a_v1;non_actionable=true,review_only=true;diagnostic_only=true;not_a_recommendation=true;not_a_position=true,true,false,false,false,false,false,false,false,false,false
GOAL-07B,review_only,risk_overlay_diagnostic,2024-07-24,000001.SZ,2024-07-23,calibration_risk;feature_stability_risk;model_confidence_risk;provider_concentration_risk;target_horizon_risk,HIGH_REVIEW_ONLY_DIAGNOSTIC,HIGH,MEDIUM,model_warning,not_evaluated->model_warning,calibration_warning_minimum_warning_state;weak_rank_signal_model_confidence;single_provider_concentration;feature_instability_downgrades;target_horizon_warning_downgrades,calibration_warning_minimum_warning_state@calibration_risk@WARNING;weak_rank_signal_model_confidence@model_confidence_risk@WARNING;single_provider_concentration@provider_concentration_risk@WARNING;feature_instability_downgrades@feature_stability_risk@DEGRADED;target_horizon_warning_downgrades@target_horizon_risk@WARNING,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,calibration_not_reliable_for_thresholding:calibration_risk;feature_sign_instability_bounded:feature_stability_risk;provider_source_concentration_disclosed:provider_concentration_risk;selected_score_variant_weak_rank_signal:model_confidence_risk;single_provider_mode_akshare_direct:provider_concentration_risk;target_horizon_calibration_warning:calibration_risk;weak_target_horizon_rank_signal:target_horizon_risk,none,selected_score_variant=raw_score_based_alpha_ranking;selected_target=excess_fwd_3d_return;selection_label=review_only_selected_baseline_weak_but_bounded;calibration_status=PASS_WITH_WARNINGS;feature_stability_status=PASS_WITH_WARNINGS;provider_concentration_status=PASS_WITH_WARNINGS,input_row=28;source=outputs/samples/stage6c_source_backed_engineering_panel_sample.csv;rule_catalog=goal07a_v1;non_actionable=true,review_only=true;diagnostic_only=true;not_a_recommendation=true;not_a_position=true,true,false,false,false,false,false,false,false,false,false
GOAL-07B,review_only,risk_overlay_diagnostic,2024-07-25,000001.SZ,2024-07-24,calibration_risk;feature_stability_risk;model_confidence_risk;provider_concentration_risk;target_horizon_risk,HIGH_REVIEW_ONLY_DIAGNOSTIC,HIGH,MEDIUM,model_warning,not_evaluated->model_warning,calibration_warning_minimum_warning_state;weak_rank_signal_model_confidence;single_provider_concentration;feature_instability_downgrades;target_horizon_warning_downgrades,calibration_warning_minimum_warning_state@calibration_risk@WARNING;weak_rank_signal_model_confidence@model_confidence_risk@WARNING;single_provider_concentration@provider_concentration_risk@WARNING;feature_instability_downgrades@feature_stability_risk@DEGRADED;target_horizon_warning_downgrades@target_horizon_risk@WARNING,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,calibration_not_reliable_for_thresholding:calibration_risk;feature_sign_instability_bounded:feature_stability_risk;provider_source_concentration_disclosed:provider_concentration_risk;selected_score_variant_weak_rank_signal:model_confidence_risk;single_provider_mode_akshare_direct:provider_concentration_risk;target_horizon_calibration_warning:calibration_risk;weak_target_horizon_rank_signal:target_horizon_risk,none,selected_score_variant=raw_score_based_alpha_ranking;selected_target=excess_fwd_3d_return;selection_label=review_only_selected_baseline_weak_but_bounded;calibration_status=PASS_WITH_WARNINGS;feature_stability_status=PASS_WITH_WARNINGS;provider_concentration_status=PASS_WITH_WARNINGS,input_row=29;source=outputs/samples/stage6c_source_backed_engineering_panel_sample.csv;rule_catalog=goal07a_v1;non_actionable=true,review_only=true;diagnostic_only=true;not_a_recommendation=true;not_a_position=true,true,false,false,false,false,false,false,false,false,false
GOAL-07B,review_only,risk_overlay_diagnostic,2024-07-26,000001.SZ,2024-07-25,calibration_risk;feature_stability_risk;model_confidence_risk;provider_concentration_risk;target_horizon_risk,HIGH_REVIEW_ONLY_DIAGNOSTIC,HIGH,MEDIUM,model_warning,not_evaluated->model_warning,calibration_warning_minimum_warning_state;weak_rank_signal_model_confidence;single_provider_concentration;feature_instability_downgrades;target_horizon_warning_downgrades,calibration_warning_minimum_warning_state@calibration_risk@WARNING;weak_rank_signal_model_confidence@model_confidence_risk@WARNING;single_provider_concentration@provider_concentration_risk@WARNING;feature_instability_downgrades@feature_stability_risk@DEGRADED;target_horizon_warning_downgrades@target_horizon_risk@WARNING,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,calibration_not_reliable_for_thresholding:calibration_risk;feature_sign_instability_bounded:feature_stability_risk;provider_source_concentration_disclosed:provider_concentration_risk;selected_score_variant_weak_rank_signal:model_confidence_risk;single_provider_mode_akshare_direct:provider_concentration_risk;target_horizon_calibration_warning:calibration_risk;weak_target_horizon_rank_signal:target_horizon_risk,none,selected_score_variant=raw_score_based_alpha_ranking;selected_target=excess_fwd_3d_return;selection_label=review_only_selected_baseline_weak_but_bounded;calibration_status=PASS_WITH_WARNINGS;feature_stability_status=PASS_WITH_WARNINGS;provider_concentration_status=PASS_WITH_WARNINGS,input_row=30;source=outputs/samples/stage6c_source_backed_engineering_panel_sample.csv;rule_catalog=goal07a_v1;non_actionable=true,review_only=true;diagnostic_only=true;not_a_recommendation=true;not_a_position=true,true,false,false,false,false,false,false,false,false,false
GOAL-07B,review_only,risk_overlay_diagnostic,2024-07-29,000001.SZ,2024-07-26,calibration_risk;feature_stability_risk;model_confidence_risk;provider_concentration_risk;target_horizon_risk,HIGH_REVIEW_ONLY_DIAGNOSTIC,HIGH,MEDIUM,model_warning,not_evaluated->model_warning,calibration_warning_minimum_warning_state;weak_rank_signal_model_confidence;single_provider_concentration;feature_instability_downgrades;target_horizon_warning_downgrades,calibration_warning_minimum_warning_state@calibration_risk@WARNING;weak_rank_signal_model_confidence@model_confidence_risk@WARNING;single_provider_concentration@provider_concentration_risk@WARNING;feature_instability_downgrades@feature_stability_risk@DEGRADED;target_horizon_warning_downgrades@target_horizon_risk@WARNING,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,calibration_not_reliable_for_thresholding:calibration_risk;feature_sign_instability_bounded:feature_stability_risk;provider_source_concentration_disclosed:provider_concentration_risk;selected_score_variant_weak_rank_signal:model_confidence_risk;single_provider_mode_akshare_direct:provider_concentration_risk;target_horizon_calibration_warning:calibration_risk;weak_target_horizon_rank_signal:target_horizon_risk,none,selected_score_variant=raw_score_based_alpha_ranking;selected_target=excess_fwd_3d_return;selection_label=review_only_selected_baseline_weak_but_bounded;calibration_status=PASS_WITH_WARNINGS;feature_stability_status=PASS_WITH_WARNINGS;provider_concentration_status=PASS_WITH_WARNINGS,input_row=31;source=outputs/samples/stage6c_source_backed_engineering_panel_sample.csv;rule_catalog=goal07a_v1;non_actionable=true,review_only=true;diagnostic_only=true;not_a_recommendation=true;not_a_position=true,true,false,false,false,false,false,false,false,false,false
GOAL-07B,review_only,risk_overlay_diagnostic,2024-07-30,000001.SZ,2024-07-29,calibration_risk;feature_stability_risk;model_confidence_risk;provider_concentration_risk;target_horizon_risk,HIGH_REVIEW_ONLY_DIAGNOSTIC,HIGH,MEDIUM,model_warning,not_evaluated->model_warning,calibration_warning_minimum_warning_state;weak_rank_signal_model_confidence;single_provider_concentration;feature_instability_downgrades;target_horizon_warning_downgrades,calibration_warning_minimum_warning_state@calibration_risk@WARNING;weak_rank_signal_model_confidence@model_confidence_risk@WARNING;single_provider_concentration@provider_concentration_risk@WARNING;feature_instability_downgrades@feature_stability_risk@DEGRADED;target_horizon_warning_downgrades@target_horizon_risk@WARNING,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,calibration_not_reliable_for_thresholding:calibration_risk;feature_sign_instability_bounded:feature_stability_risk;provider_source_concentration_disclosed:provider_concentration_risk;selected_score_variant_weak_rank_signal:model_confidence_risk;single_provider_mode_akshare_direct:provider_concentration_risk;target_horizon_calibration_warning:calibration_risk;weak_target_horizon_rank_signal:target_horizon_risk,none,selected_score_variant=raw_score_based_alpha_ranking;selected_target=excess_fwd_3d_return;selection_label=review_only_selected_baseline_weak_but_bounded;calibration_status=PASS_WITH_WARNINGS;feature_stability_status=PASS_WITH_WARNINGS;provider_concentration_status=PASS_WITH_WARNINGS,input_row=32;source=outputs/samples/stage6c_source_backed_engineering_panel_sample.csv;rule_catalog=goal07a_v1;non_actionable=true,review_only=true;diagnostic_only=true;not_a_recommendation=true;not_a_position=true,true,false,false,false,false,false,false,false,false,false
GOAL-07B,review_only,risk_overlay_diagnostic,2024-07-31,000001.SZ,2024-07-30,calibration_risk;feature_stability_risk;model_confidence_risk;provider_concentration_risk;target_horizon_risk,HIGH_REVIEW_ONLY_DIAGNOSTIC,HIGH,MEDIUM,model_warning,not_evaluated->model_warning,calibration_warning_minimum_warning_state;weak_rank_signal_model_confidence;single_provider_concentration;feature_instability_downgrades;target_horizon_warning_downgrades,calibration_warning_minimum_warning_state@calibration_risk@WARNING;weak_rank_signal_model_confidence@model_confidence_risk@WARNING;single_provider_concentration@provider_concentration_risk@WARNING;feature_instability_downgrades@feature_stability_risk@DEGRADED;target_horizon_warning_downgrades@target_horizon_risk@WARNING,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,calibration_not_reliable_for_thresholding:calibration_risk;feature_sign_instability_bounded:feature_stability_risk;provider_source_concentration_disclosed:provider_concentration_risk;selected_score_variant_weak_rank_signal:model_confidence_risk;single_provider_mode_akshare_direct:provider_concentration_risk;target_horizon_calibration_warning:calibration_risk;weak_target_horizon_rank_signal:target_horizon_risk,none,selected_score_variant=raw_score_based_alpha_ranking;selected_target=excess_fwd_3d_return;selection_label=review_only_selected_baseline_weak_but_bounded;calibration_status=PASS_WITH_WARNINGS;feature_stability_status=PASS_WITH_WARNINGS;provider_concentration_status=PASS_WITH_WARNINGS,input_row=33;source=outputs/samples/stage6c_source_backed_engineering_panel_sample.csv;rule_catalog=goal07a_v1;non_actionable=true,review_only=true;diagnostic_only=true;not_a_recommendation=true;not_a_position=true,true,false,false,false,false,false,false,false,false,false
GOAL-07B,review_only,risk_overlay_diagnostic,2024-08-01,000001.SZ,2024-07-31,calibration_risk;feature_stability_risk;model_confidence_risk;provider_concentration_risk;target_horizon_risk,HIGH_REVIEW_ONLY_DIAGNOSTIC,HIGH,MEDIUM,model_warning,not_evaluated->model_warning,calibration_warning_minimum_warning_state;weak_rank_signal_model_confidence;single_provider_concentration;feature_instability_downgrades;target_horizon_warning_downgrades,calibration_warning_minimum_warning_state@calibration_risk@WARNING;weak_rank_signal_model_confidence@model_confidence_risk@WARNING;single_provider_concentration@provider_concentration_risk@WARNING;feature_instability_downgrades@feature_stability_risk@DEGRADED;target_horizon_warning_downgrades@target_horizon_risk@WARNING,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,calibration_not_reliable_for_thresholding:calibration_risk;feature_sign_instability_bounded:feature_stability_risk;provider_source_concentration_disclosed:provider_concentration_risk;selected_score_variant_weak_rank_signal:model_confidence_risk;single_provider_mode_akshare_direct:provider_concentration_risk;target_horizon_calibration_warning:calibration_risk;weak_target_horizon_rank_signal:target_horizon_risk,none,selected_score_variant=raw_score_based_alpha_ranking;selected_target=excess_fwd_3d_return;selection_label=review_only_selected_baseline_weak_but_bounded;calibration_status=PASS_WITH_WARNINGS;feature_stability_status=PASS_WITH_WARNINGS;provider_concentration_status=PASS_WITH_WARNINGS,input_row=34;source=outputs/samples/stage6c_source_backed_engineering_panel_sample.csv;rule_catalog=goal07a_v1;non_actionable=true,review_only=true;diagnostic_only=true;not_a_recommendation=true;not_a_position=true,true,false,false,false,false,false,false,false,false,false
GOAL-07B,review_only,risk_overlay_diagnostic,2024-08-02,000001.SZ,2024-08-01,calibration_risk;feature_stability_risk;model_confidence_risk;provider_concentration_risk;target_horizon_risk,HIGH_REVIEW_ONLY_DIAGNOSTIC,HIGH,MEDIUM,model_warning,not_evaluated->model_warning,calibration_warning_minimum_warning_state;weak_rank_signal_model_confidence;single_provider_concentration;feature_instability_downgrades;target_horizon_warning_downgrades,calibration_warning_minimum_warning_state@calibration_risk@WARNING;weak_rank_signal_model_confidence@model_confidence_risk@WARNING;single_provider_concentration@provider_concentration_risk@WARNING;feature_instability_downgrades@feature_stability_risk@DEGRADED;target_horizon_warning_downgrades@target_horizon_risk@WARNING,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,calibration_not_reliable_for_thresholding:calibration_risk;feature_sign_instability_bounded:feature_stability_risk;provider_source_concentration_disclosed:provider_concentration_risk;selected_score_variant_weak_rank_signal:model_confidence_risk;single_provider_mode_akshare_direct:provider_concentration_risk;target_horizon_calibration_warning:calibration_risk;weak_target_horizon_rank_signal:target_horizon_risk,none,selected_score_variant=raw_score_based_alpha_ranking;selected_target=excess_fwd_3d_return;selection_label=review_only_selected_baseline_weak_but_bounded;calibration_status=PASS_WITH_WARNINGS;feature_stability_status=PASS_WITH_WARNINGS;provider_concentration_status=PASS_WITH_WARNINGS,input_row=35;source=outputs/samples/stage6c_source_backed_engineering_panel_sample.csv;rule_catalog=goal07a_v1;non_actionable=true,review_only=true;diagnostic_only=true;not_a_recommendation=true;not_a_position=true,true,false,false,false,false,false,false,false,false,false
GOAL-07B,review_only,risk_overlay_diagnostic,2024-08-05,000001.SZ,2024-08-02,calibration_risk;feature_stability_risk;model_confidence_risk;provider_concentration_risk;target_horizon_risk,HIGH_REVIEW_ONLY_DIAGNOSTIC,HIGH,MEDIUM,model_warning,not_evaluated->model_warning,calibration_warning_minimum_warning_state;weak_rank_signal_model_confidence;single_provider_concentration;feature_instability_downgrades;target_horizon_warning_downgrades,calibration_warning_minimum_warning_state@calibration_risk@WARNING;weak_rank_signal_model_confidence@model_confidence_risk@WARNING;single_provider_concentration@provider_concentration_risk@WARNING;feature_instability_downgrades@feature_stability_risk@DEGRADED;target_horizon_warning_downgrades@target_horizon_risk@WARNING,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,calibration_not_reliable_for_thresholding:calibration_risk;feature_sign_instability_bounded:feature_stability_risk;provider_source_concentration_disclosed:provider_concentration_risk;selected_score_variant_weak_rank_signal:model_confidence_risk;single_provider_mode_akshare_direct:provider_concentration_risk;target_horizon_calibration_warning:calibration_risk;weak_target_horizon_rank_signal:target_horizon_risk,none,selected_score_variant=raw_score_based_alpha_ranking;selected_target=excess_fwd_3d_return;selection_label=review_only_selected_baseline_weak_but_bounded;calibration_status=PASS_WITH_WARNINGS;feature_stability_status=PASS_WITH_WARNINGS;provider_concentration_status=PASS_WITH_WARNINGS,input_row=36;source=outputs/samples/stage6c_source_backed_engineering_panel_sample.csv;rule_catalog=goal07a_v1;non_actionable=true,review_only=true;diagnostic_only=true;not_a_recommendation=true;not_a_position=true,true,false,false,false,false,false,false,false,false,false
GOAL-07B,review_only,risk_overlay_diagnostic,2024-08-06,000001.SZ,2024-08-05,calibration_risk;feature_stability_risk;model_confidence_risk;provider_concentration_risk;target_horizon_risk,HIGH_REVIEW_ONLY_DIAGNOSTIC,HIGH,MEDIUM,model_warning,not_evaluated->model_warning,calibration_warning_minimum_warning_state;weak_rank_signal_model_confidence;single_provider_concentration;feature_instability_downgrades;target_horizon_warning_downgrades,calibration_warning_minimum_warning_state@calibration_risk@WARNING;weak_rank_signal_model_confidence@model_confidence_risk@WARNING;single_provider_concentration@provider_concentration_risk@WARNING;feature_instability_downgrades@feature_stability_risk@DEGRADED;target_horizon_warning_downgrades@target_horizon_risk@WARNING,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,calibration_not_reliable_for_thresholding:calibration_risk;feature_sign_instability_bounded:feature_stability_risk;provider_source_concentration_disclosed:provider_concentration_risk;selected_score_variant_weak_rank_signal:model_confidence_risk;single_provider_mode_akshare_direct:provider_concentration_risk;target_horizon_calibration_warning:calibration_risk;weak_target_horizon_rank_signal:target_horizon_risk,none,selected_score_variant=raw_score_based_alpha_ranking;selected_target=excess_fwd_3d_return;selection_label=review_only_selected_baseline_weak_but_bounded;calibration_status=PASS_WITH_WARNINGS;feature_stability_status=PASS_WITH_WARNINGS;provider_concentration_status=PASS_WITH_WARNINGS,input_row=37;source=outputs/samples/stage6c_source_backed_engineering_panel_sample.csv;rule_catalog=goal07a_v1;non_actionable=true,review_only=true;diagnostic_only=true;not_a_recommendation=true;not_a_position=true,true,false,false,false,false,false,false,false,false,false
GOAL-07B,review_only,risk_overlay_diagnostic,2024-08-07,000001.SZ,2024-08-06,calibration_risk;feature_stability_risk;model_confidence_risk;provider_concentration_risk;target_horizon_risk,HIGH_REVIEW_ONLY_DIAGNOSTIC,HIGH,MEDIUM,model_warning,not_evaluated->model_warning,calibration_warning_minimum_warning_state;weak_rank_signal_model_confidence;single_provider_concentration;feature_instability_downgrades;target_horizon_warning_downgrades,calibration_warning_minimum_warning_state@calibration_risk@WARNING;weak_rank_signal_model_confidence@model_confidence_risk@WARNING;single_provider_concentration@provider_concentration_risk@WARNING;feature_instability_downgrades@feature_stability_risk@DEGRADED;target_horizon_warning_downgrades@target_horizon_risk@WARNING,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,calibration_not_reliable_for_thresholding:calibration_risk;feature_sign_instability_bounded:feature_stability_risk;provider_source_concentration_disclosed:provider_concentration_risk;selected_score_variant_weak_rank_signal:model_confidence_risk;single_provider_mode_akshare_direct:provider_concentration_risk;target_horizon_calibration_warning:calibration_risk;weak_target_horizon_rank_signal:target_horizon_risk,none,selected_score_variant=raw_score_based_alpha_ranking;selected_target=excess_fwd_3d_return;selection_label=review_only_selected_baseline_weak_but_bounded;calibration_status=PASS_WITH_WARNINGS;feature_stability_status=PASS_WITH_WARNINGS;provider_concentration_status=PASS_WITH_WARNINGS,input_row=38;source=outputs/samples/stage6c_source_backed_engineering_panel_sample.csv;rule_catalog=goal07a_v1;non_actionable=true,review_only=true;diagnostic_only=true;not_a_recommendation=true;not_a_position=true,true,false,false,false,false,false,false,false,false,false
GOAL-07B,review_only,risk_overlay_diagnostic,2024-08-08,000001.SZ,2024-08-07,calibration_risk;feature_stability_risk;model_confidence_risk;provider_concentration_risk;target_horizon_risk,HIGH_REVIEW_ONLY_DIAGNOSTIC,HIGH,MEDIUM,model_warning,not_evaluated->model_warning,calibration_warning_minimum_warning_state;weak_rank_signal_model_confidence;single_provider_concentration;feature_instability_downgrades;target_horizon_warning_downgrades,calibration_warning_minimum_warning_state@calibration_risk@WARNING;weak_rank_signal_model_confidence@model_confidence_risk@WARNING;single_provider_concentration@provider_concentration_risk@WARNING;feature_instability_downgrades@feature_stability_risk@DEGRADED;target_horizon_warning_downgrades@target_horizon_risk@WARNING,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,calibration_not_reliable_for_thresholding:calibration_risk;feature_sign_instability_bounded:feature_stability_risk;provider_source_concentration_disclosed:provider_concentration_risk;selected_score_variant_weak_rank_signal:model_confidence_risk;single_provider_mode_akshare_direct:provider_concentration_risk;target_horizon_calibration_warning:calibration_risk;weak_target_horizon_rank_signal:target_horizon_risk,none,selected_score_variant=raw_score_based_alpha_ranking;selected_target=excess_fwd_3d_return;selection_label=review_only_selected_baseline_weak_but_bounded;calibration_status=PASS_WITH_WARNINGS;feature_stability_status=PASS_WITH_WARNINGS;provider_concentration_status=PASS_WITH_WARNINGS,input_row=39;source=outputs/samples/stage6c_source_backed_engineering_panel_sample.csv;rule_catalog=goal07a_v1;non_actionable=true,review_only=true;diagnostic_only=true;not_a_recommendation=true;not_a_position=true,true,false,false,false,false,false,false,false,false,false
GOAL-07B,review_only,risk_overlay_diagnostic,2024-08-09,000001.SZ,2024-08-08,calibration_risk;feature_stability_risk;model_confidence_risk;provider_concentration_risk;target_horizon_risk,HIGH_REVIEW_ONLY_DIAGNOSTIC,HIGH,MEDIUM,model_warning,not_evaluated->model_warning,calibration_warning_minimum_warning_state;weak_rank_signal_model_confidence;single_provider_concentration;feature_instability_downgrades;target_horizon_warning_downgrades,calibration_warning_minimum_warning_state@calibration_risk@WARNING;weak_rank_signal_model_confidence@model_confidence_risk@WARNING;single_provider_concentration@provider_concentration_risk@WARNING;feature_instability_downgrades@feature_stability_risk@DEGRADED;target_horizon_warning_downgrades@target_horizon_risk@WARNING,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,calibration_not_reliable_for_thresholding:calibration_risk;feature_sign_instability_bounded:feature_stability_risk;provider_source_concentration_disclosed:provider_concentration_risk;selected_score_variant_weak_rank_signal:model_confidence_risk;single_provider_mode_akshare_direct:provider_concentration_risk;target_horizon_calibration_warning:calibration_risk;weak_target_horizon_rank_signal:target_horizon_risk,none,selected_score_variant=raw_score_based_alpha_ranking;selected_target=excess_fwd_3d_return;selection_label=review_only_selected_baseline_weak_but_bounded;calibration_status=PASS_WITH_WARNINGS;feature_stability_status=PASS_WITH_WARNINGS;provider_concentration_status=PASS_WITH_WARNINGS,input_row=40;source=outputs/samples/stage6c_source_backed_engineering_panel_sample.csv;rule_catalog=goal07a_v1;non_actionable=true,review_only=true;diagnostic_only=true;not_a_recommendation=true;not_a_position=true,true,false,false,false,false,false,false,false,false,false
